;distrteg;v1_btravdist;v1_btravmtp;mode;poids_qind1
23988;12.8;11.0;3.32;3;1299.9194782
23989;25.7;27.0;3.30;3;739.89162643
23990;38.0;30.0;3.30;3;741.32689226
23991;;0.5;2.20;2;1298.8260068
23992;13.4;20.0;3.31;3;1278.5249642
23993;;1.0;3.32;3;1292.2964226
23994;12.7;15.0;3.32;3;1289.0848321
23995;9.7;7.0;3.30;3;772.44293615
23996;8.9;12.0;3.30;3;773.94134606
23997;51.0;50.0;6.63;6;787.70840845
23998;;;;;686.05771672
23999;14.2;12.0;3.30;3;698.26148311
24000;;;;;980.0950777
24001;;1.5;3.32;3;1957.1138393
24002;;1.5;3.32;3;983.64955239
24003;12.7;11.0;3.30;3;672.23982926
24004;;;;;673.54386193
24005;8.9;10.0;4.43;4;1340.2590869
24006;;0.5;1.10;1;789.97000481
24007;;3.0;3.30;3;543.70845568
24008;;3.0;3.30;3;542.65579434
24009;8.9;10.0;4.43;4;1081.9045938
24010;;;;;1078.9216307
24011;;;;;2911.4027767
24012;;;;;1341.1391941
24013;;;;;1343.7407795
24014;;3.0;3.32;3;2649.7027745
24015;29.8;40.0;3.30;3;723.69966468
24016;14.6;15.0;3.30;3;722.29852652
24017;16.0;17.0;4.43;4;1417.2262243
24018;14.6;25.0;3.30;3;593.16318566
24019;108.3;160.0;3.32;3;590.43771871
24020;29.2;30.0;3.30;3;809.09892222
24021;85.0;97.0;3.30;3;810.66843861
24022;25.1;20.0;3.30;3;4170.6552438
24024;29.2;30.0;3.30;3;4236.8789407
24025;11.6;10.0;3.32;3;4215.5788916
24026;32.8;28.0;3.30;3;3238.6828691
24027;25.1;25.0;3.31;3;3943.2130105
24028;161.6;200.0;3.30;3;4005.8252687
24029;25.1;23.0;3.32;3;3985.6867951
24030;32.8;35.0;3.30;3;4731.9213016
24031;;;;;4794.2516222
24032;;;;;3218.9035084
24033;5.3;8.0;3.32;3;3238.6259586
24034;;;;;799.67554178
24035;;;;;801.22677839
24036;;;;;574.47654115
24037;11.6;12.0;3.31;3;1206.5207552
24038;;1.0;3.30;3;1208.8612034
24039;11.6;12.0;3.32;3;3620.8920616
24040;25.1;35.0;3.30;3;732.01768416
24041;17.6;20.0;3.30;3;603.50659713
24042;;2.0;3.30;3;604.67729885
24043;33.0;42.0;3.30;3;613.75626341
24044;;;;;1455.7013884
24045;;;;;1452.8830386
24046;;;;;1472.0208602
24047;;;;;1637.3143409
24048;;2.0;3.30;3;1611.7226235
24049;;5.0;3.32;3;1629.0830753
24050;;;;;1625.0345092
24051;38.1;40.0;3.30;3;871.91447532
24052;3.4;5.0;3.30;3;799.01272176
24053;;1.0;3.30;3;797.46577173
24054;;;;;811.00954751
24055;31.9;34.0;3.30;3;1203.9749535
24056;9.4;9.0;3.30;3;1211.8063306
24057;;40.0;3.30;3;604.18481754
24058;;32.0;3.30;3;614.93220831
24059;;;;;1234.1522629
24060;;;;;629.90230194
24061;;;;;639.90419773
24062;;3.0;4.43;4;631.81680798
24063;;;;;635.10492631
24064;;;;;1078.1152532
24065;30.4;30.0;3.30;3;1192.9923974
24066;40.8;55.0;3.30;3;1213.2536075
24067;;;;;1932.8659902
24068;;;;;840.94444338
24069;;18.0;3.30;3;839.31631032
24070;3.4;3.0;4.43;4;853.36495701
24071;37.8;40.0;3.30;3;1945.8628444
24072;9.6;9.0;3.30;3;1936.9219914
24073;;;;;463.83120482
24074;13.8;12.0;3.30;3;464.73095967
24075;33.7;35.0;3.31;3;472.9977103
24076;;;;;864.67910484
24077;33.7;40.0;3.32;3;1254.3607854
24078;;40.0;3.30;3;1276.673669
24079;10.9;9.0;3.30;3;1676.7408788
24080;;2.0;4.43;4;1656.3772717
24081;35.1;41.0;3.30;3;474.68379215
24082;35.1;40.0;3.30;3;473.76476786
24083;35.1;40.0;3.32;3;2415.6379313
24084;;2.0;3.32;3;476.40531036
24085;;;;;476.40531036
24086;;;;;735.68594948
24087;;2.0;3.30;3;2114.7695138
24088;10.9;12.0;3.30;3;619.10820571
24089;;;;;620.30917193
24090;8.7;5.0;4.43;4;1234.3294199
24091;;1.0;4.43;4;622.55882434
24092;;60.0;3.32;3;771.88161349
24093;;60.0;3.31;3;773.37893453
24094;47.0;55.0;3.30;3;1675.9672431
24095;43.3;50.0;3.30;3;1672.7224417
24096;39.7;42.0;3.32;3;1686.2360133
24097;43.3;50.0;3.32;3;1673.3369855
24098;;;;;1366.2578727
24099;;;;;1368.9081841
24100;13.0;15.0;3.30;3;1393.2586655
24101;43.3;35.0;3.30;3;1393.2586655
24102;;;;;639.12913289
24103;13.0;15.0;3.32;3;1276.2521714
24104;10.4;6.0;3.30;3;607.97272242
24105;10.5;7.0;3.30;3;615.98112584
24106;38.2;30.0;3.30;3;615.98112584
24107;10.5;7.0;3.30;3;1814.6651122
24108;;7.0;5.57;5;1786.3013487
24109;;;;;1801.0551524
24110;;;;;929.46191933
24111;29.8;25.0;3.30;3;925.19122654
24113;10.5;12.0;3.30;3;974.24085167
24114;;800.0;6.60;6;976.13071574
24116;10.5;12.0;4.43;4;1981.0957854
24117;6.1;4.0;3.31;3;5454.5568661
24118;6.1;4.0;3.32;3;5388.3126095
24119;6.1;4.0;3.32;3;5498.6230797
24120;;3.0;3.30;3;3912.030668
24121;;1.5;3.30;3;4571.3507266
24122;6.1;10.0;3.30;3;2898.0254596
24123;;4.0;3.32;3;2906.8336307
24124;;;;;2921.9614539
24125;18.1;20.0;3.30;3;3094.5458765
24126;23.0;20.0;3.32;3;1512.0245203
24127;;30.0;3.31;3;1049.3842018
24128;;;;;2648.6992539
24129;8.0;7.0;3.30;3;2643.5711686
24131;;0.5;1.10;1;5222.9312891
24132;8.0;8.0;3.31;3;2571.500869
24133;;;;;2531.3075341
24134;8.0;8.0;3.32;3;5014.4888548
24135;8.0;8.0;3.32;3;2552.2146529
24136;6.6;1.0;3.30;3;3259.8419291
24137;;12.0;3.30;3;2622.3919337
24138;;0.4;1.10;1;2617.3147815
24139;31.9;40.0;3.30;3;2661.765999
24140;6.6;4.0;3.30;3;1681.0798671
24141;;1.5;3.32;3;3314.8967836
24142;32.8;40.0;3.30;3;6795.4653781
24143;174.6;50.0;3.30;3;2383.4336298
24144;;6.0;3.30;3;2378.8191191
24145;97.3;105.0;5.58;5;4871.4911785
24146;;1.0;3.32;3;4825.1818264
24147;;8.0;3.30;3;1248.8941616
24148;;3.5;3.30;3;1296.6781718
24149;;3.5;3.30;3;1302.6636523
24150;;3.5;4.43;4;2601.2385125
24151;;2.5;1.10;1;4768.4382248
24152;;25.0;3.30;3;3665.1097092
24153;25.5;35.0;4.43;4;7177.4105312
24154;;6.0;3.30;3;4433.6890175
24155;6.1;8.0;3.30;3;1636.3048721
24157;3.5;6.0;3.30;3;1628.7863764
24158;3.5;6.0;3.32;3;1646.3306281
24159;3.5;6.0;3.32;3;1646.3306281
24160;6.1;7.0;3.30;3;1519.5037422
24161;6.1;8.0;3.30;3;1516.5618662
24163;;;;;1686.1320027
24164;;0.2;1.10;1;1682.8675215
24165;;0.3;1.10;1;1760.3551275
24166;3.9;3.0;3.30;3;1252.4320055
24167;;;;;1256.9741545
24168;3.5;3.0;3.32;3;1250.4664428
24169;64.3;76.0;3.30;3;3493.2756645
24170;3.5;3.0;3.30;3;2157.4667378
24171;3.5;1.0;3.31;3;2153.2897165
24172;3.5;1.0;3.32;3;4254.277081
24173;3.5;1.0;3.32;3;2165.2911429
24174;;;;;1232.8511095
24175;3.9;3.0;3.31;3;1230.464215
24176;;;;;3411.5569712
24177;;3.0;4.43;4;3363.5996279
24178;;3.0;4.43;4;3432.4598228
24179;4.3;1.0;3.32;3;9136.6018081
24180;2.3;3.0;2.20;2;4560.0280961
24181;;40.0;3.31;3;4876.591682
24182;2.3;3.0;3.32;3;4560.0237337
24183;2.3;4.0;3.30;3;1316.3536107
24184;2.3;5.0;3.32;3;1174.1042957
24185;;3.0;3.30;3;5713.2393299
24186;;1.0;1.10;1;2172.2958253
24187;;0.5;1.10;1;2176.5097154
24188;;0.5;1.10;1;1607.7423947
24189;;;;;2134.5314027
24190;;1.0;1.10;1;4442.4096833
24191;146.2;175.0;3.32;3;4454.5492741
24192;;50.0;3.30;3;1177.6184074
24193;10.1;10.0;3.32;3;1159.2118762
24194;;5.0;4.43;4;4592.7687215
24195;;5.0;4.43;4;1171.6981698
24196;;3.0;3.30;3;2120.8445609
24197;;1.0;3.30;3;2087.6951202
24198;9.0;8.0;3.32;3;2110.1824452
24199;;;;;1769.6550288
24200;;3.0;3.30;3;1766.2288407
24201;;;;;2341.3156827
24202;38.3;45.0;3.30;3;1666.1541144
24203;10.2;13.0;3.30;3;1662.928312
24204;25.3;30.0;3.30;3;2619.7817734
24205;9.8;18.0;3.30;3;2624.8637113
24206;;1.0;3.32;3;5175.9303315
24207;43.2;40.0;5.58;5;5305.0958715
24208;;;;;4559.4429294
24209;43.2;50.0;5.58;5;1013.3040948
24210;;;;;1347.4306808
24211;;35.0;3.30;3;4429.9008554
24212;3.2;3.0;3.30;3;1187.7664118
24213;;40.0;4.42;4;1190.0704797
24214;;3.0;2.20;2;3622.9424609
24215;;2.0;3.30;3;1215.9189533
24216;43.2;50.0;3.30;3;1218.2776324
24217;25.3;35.0;4.43;4;1239.9486598
24218;33.3;42.0;3.31;3;4168.2956912
24219;8.6;15.0;3.30;3;4176.3814866
24220;;1.0;3.32;3;4191.5278154
24221;15.5;20.0;3.30;3;5285.3211031
24222;15.5;30.0;3.30;3;5317.0596267
24223;;5.5;3.30;3;2831.4308849
24224;19.4;23.0;3.30;3;2825.9490172
24225;39.5;45.0;5.58;5;2772.4056665
24226;19.4;22.0;3.30;3;2873.9435785
24228;15.5;20.0;3.31;3;4854.5951782
24229;;;;;1688.5261469
24230;;;;;1691.8016048
24231;;;;;1710.7679319
24232;5.5;10.0;3.30;3;2620.0884607
24233;;0.0;1.10;1;2661.6915024
24235;;;;;3382.0297621
24236;;1.0;2.20;2;6668.9749844
24237;;1.0;9.90;9;3402.7516984
24238;;0.2;1.10;1;5040.8239013
24239;39.5;50.0;5.58;5;1942.5294962
24240;15.5;21.0;3.30;3;1938.7686099
24241;;1.5;3.32;3;3878.9617935
24242;15.5;20.0;3.30;3;2037.5500802
24243;;;;;2041.502586
24244;;2.0;4.43;4;2031.1538316
24245;;2.0;3.30;3;4087.8450288
24246;;20.0;3.30;3;4079.9306467
24248;6.0;7.0;3.30;3;2243.3312668
24249;;0.5;1.10;1;3864.210109
24250;;4.0;3.30;3;5723.6616854
24251;;10.0;3.30;3;1421.3546869
24252;;12.0;3.31;3;2885.0446777
24253;17.6;20.0;3.30;3;2930.8548234
24254;;8.0;3.32;3;2908.8734583
24255;;8.0;3.32;3;2908.8734583
24256;;2.5;3.30;3;2675.6294693
24257;;;;;2721.0710756
24258;;;;;3182.1286661
24259;;4.0;3.32;3;3102.6139099
24260;;4.0;3.32;3;3166.1311599
24261;;;;;1792.6269996
24262;192.1;15.0;5.50;5;1799.3702582
24263;;3.0;3.30;3;2889.3995237
24264;12.7;7.5;3.30;3;2883.8054242
24265;5.2;7.0;5.50;5;5658.3317324
24266;;2.0;3.32;3;2907.1030796
24267;8.4;3.0;3.30;3;1378.4562334
24268;;;;;1375.7874362
24269;;1.0;3.32;3;1376.2928887
24270;;1.0;3.32;3;1386.9021325
24271;5.7;6.0;3.30;3;4981.3855354
24272;;3.0;3.32;3;9912.2679403
24273;;1.0;2.22;2;1502.7014652
24274;;3.0;1.10;1;1532.3987366
24275;5.8;3.5;2.22;2;4585.2125097
24276;;;;;4576.335186
24277;;2.0;1.10;1;9123.9384377
24278;;7.0;3.30;3;9820.1981343
24279;;0.5;1.10;1;3178.9352783
24280;4.8;10.0;3.30;3;1279.31268
24281;;1.0;1.10;1;4542.6318966
24282;;4.0;3.31;3;4376.0770785
24283;;1.0;3.31;3;4445.5625634
24284;;5.0;3.32;3;4412.2209141
24285;14.7;15.0;3.30;3;929.46191933
24286;;;;;927.66240964
24287;47.8;70.0;5.58;5;4930.3766553
24288;9.1;30.0;3.30;3;3152.541279
24289;;2.0;2.20;2;6285.2897315
24290;;;;;4105.6711195
24291;;1.0;2.20;2;4097.7222247
24292;;1.5;2.20;2;4166.3107307
24293;;2.0;3.30;3;1666.9366217
24295;;;;;1670.1701996
24296;41.7;1.0;1.10;1;1695.247073
24297;0.0;1.5;3.30;3;4869.5946693
24298;4.8;3.0;3.30;3;1493.327678
24299;0.0;5.0;3.30;3;1490.4364809
24300;304.5;3.0;1.10;1;3031.498677
24301;54.2;70.0;3.30;3;4125.4442269
24302;54.2;70.0;3.30;3;4117.4570498
24303;6.4;6.0;3.30;3;2335.8758809
24304;6.4;6.0;3.30;3;2340.4070889
24305;3.7;5.0;3.30;3;3092.4957164
24306;;10.0;3.30;3;3098.4946402
24307;3.7;6.0;4.43;4;6469.7792567
24308;;5.0;3.30;3;3541.3291783
24309;;4.5;3.30;3;3534.4728929
24310;;6.0;3.30;3;3594.5006835
24312;;1.2;3.32;3;2175.3146858
24313;5.4;5.0;3.30;3;1188.9943134
24314;10.9;10.0;4.43;4;2413.1108521
24315;31.8;35.0;3.30;3;1647.7706255
24316;3.9;10.0;3.30;3;1644.580415
24317;3.7;1.5;3.30;3;2224.4119554
24318;28.2;33.0;3.30;3;2220.1053229
24320;39.3;68.0;5.52;5;2257.2658962
24321;9.4;10.0;3.30;3;2864.486947
24322;;2.5;1.10;1;2843.00334
24323;3.9;6.0;3.32;3;2850.0863202
24324;;;;;2850.0863202
24325;;3.0;3.31;3;2875.2621815
24326;9.4;10.0;3.30;3;4128.4889042
24328;28.2;30.0;3.30;3;1714.4275496
24329;;3.5;2.20;2;5036.0635804
24330;51.8;60.0;3.30;3;1699.5989335
24331;;6.0;3.30;3;4521.1490492
24332;33.2;35.0;3.31;3;4529.9193211
24333;;4.0;3.32;3;4466.2408019
24334;;4.0;3.32;3;4546.3478125
24335;0.0;2.0;2.20;2;5271.0478467
24336;0.0;1.5;1.10;1;5188.6597777
24337;6.0;2.0;3.30;3;4381.7371292
24338;6.1;3.5;2.24;2;5241.0003377
24339;;32.0;3.30;3;5159.0819203
24340;5.1;5.0;3.30;3;1327.7171676
24341;138.4;5.0;5.55;5;1351.3349329
24342;9.5;8.0;2.22;2;1871.9015468
24343;4.9;6.0;3.31;3;1870.9056794
24344;4.9;7.0;3.30;3;1867.2834623
24345;;1.5;3.32;3;1844.6057622
24346;11.6;12.0;3.30;3;4173.2815347
24347;;;;;1440.7562372
24348;3.1;4.0;3.30;3;4917.4333134
24349;;;;;4840.5723462
24350;8.1;5.0;3.30;3;1684.3035606
24351;6.1;8.0;3.30;3;2398.4835181
24352;6.7;10.0;3.30;3;927.66240964
24353;12.3;17.0;3.30;3;929.46191933
24354;;;;;2472.037355
24355;6.2;9.0;3.30;3;2433.3986649
24356;;;;;4243.0518324
24357;;6.4;4.43;4;4229.7321037
24358;;;;;3507.0260008
24359;;17.0;3.31;3;3500.236129
24360;;1.0;3.32;3;6915.4532378
24361;4.8;6.0;3.31;3;2029.8384018
24363;4.8;7.0;3.32;3;2025.9084787
24364;4.8;7.0;4.43;4;4119.6370918
24365;8.1;14.0;5.53;5;3228.444415
24366;180.8;180.0;3.30;3;3285.8727923
24367;;;;;3276.9180926
24368;;;;;3230.3587869
24369;;5.0;3.32;3;6450.5781446
24370;52.7;50.0;3.30;3;1843.3002863
24371;;5.0;4.43;4;3741.0506294
24372;0.0;5.0;5.50;5;996.56816928
24373;8.4;20.0;3.30;3;4477.8091769
24374;4.3;5.0;3.30;3;4486.4953767
24375;;15.0;3.30;3;4320.0277522
24376;12.6;11.0;3.30;3;1667.0901324
24377;;6.0;3.30;3;2691.2464145
24378;;20.0;5.50;5;2635.1435414
24379;16.7;20.0;3.30;3;3167.9942465
24380;;1.0;1.10;1;6316.0986469
24381;15.7;20.0;2.22;2;3673.9334246
24382;;3.0;5.50;5;3666.8204072
24383;;0.5;1.10;1;2344.7869973
24384;;;;;2382.0186682
24385;4.7;6.0;3.30;3;2689.5703372
24386;;2.0;1.10;1;5303.5243801
24387;37.7;43.0;3.30;3;2778.2313032
24388;;30.0;3.30;3;2778.2313032
24389;;14.0;3.30;3;2472.0189242
24390;;0.5;1.10;1;2437.2689666
24391;;0.5;1.10;1;2480.9841041
24392;;0.5;1.10;1;2487.1651595
24393;;15.0;3.32;3;8465.2875921
24394;;;;;4955.7436478
24395;;2.0;1.10;1;5228.7989444
24396;6.2;8.0;5.55;5;5732.90554
24397;11.7;15.0;3.30;3;1910.6983098
24398;;0.8;1.10;1;5225.0343912
24399;8.6;10.0;5.55;5;11196.504539
24400;;;;;4794.3656099
24401;;1.5;1.10;1;1361.2850021
24402;;2.0;3.30;3;1358.6494498
24403;;0.5;1.10;1;4063.1531894
24404;;3.0;1.10;1;4037.731289
24405;;;;;4281.33928
24406;;2.0;2.20;2;5317.7782463
24408;;5.0;2.20;2;8902.18027
24410;;5.0;5.50;5;4881.6142947
24411;;2.0;1.10;1;5618.265344
24412;;1.0;1.10;1;5712.3050093
24413;;3.0;5.50;5;3639.9376271
24414;;1.0;2.20;2;2102.1658718
24415;;1.0;5.50;5;2098.0959171
24416;;1.0;3.32;3;2115.0459912
24417;;0.0;1.10;1;2161.1795804
24418;;0.0;1.10;1;2156.9953707
24419;;2.0;2.20;2;5808.4224949
24420;5.9;0.0;5.50;5;4493.7259615
24422;6.2;10.0;3.30;3;3983.4208404
24423;;2.0;1.10;1;3991.1480097
24424;;3.0;3.30;3;1962.2922887
24425;;2.0;3.30;3;5009.5994602
24426;11.6;12.0;3.30;3;1645.6665658
24427;;1.0;3.30;3;1642.4804289
24428;5.9;12.0;3.33;3;1670.3755279
24430;;7.0;3.30;3;2517.8408913
24431;;8.0;3.30;3;1803.3967184
24432;4.1;2.0;3.30;3;1799.9052038
24433;4.1;7.0;2.24;2;4663.607544
24434;4.1;4.0;5.50;5;4566.3879877
24435;;15.0;3.30;3;3975.8056485
24437;;17.0;3.31;3;3913.662606
24438;4.1;6.0;3.32;3;3945.9871687
24439;6.4;7.0;3.30;3;1639.1140875
24440;6.0;12.0;5.50;5;3429.1741348
24441;6.7;12.0;3.30;3;3131.0121259
24442;10.8;14.0;3.30;3;3124.9502458
24443;;2.0;3.32;3;6173.9969817
24444;;;;;1565.7944119
24445;16.3;20.0;3.30;3;1568.8317908
24446;;0.4;1.10;1;3275.7827772
24447;8.5;5.0;3.31;3;1703.4536174
24449;;15.0;3.30;3;1700.1556003
24450;8.5;5.0;3.32;3;3335.8853903
24451;;31.0;3.30;3;1794.4559895
24452;3.4;5.0;3.30;3;1273.5772146
24453;3.4;5.0;4.43;4;3884.6838254
24454;;12.0;2.22;2;1295.2070386
24456;7.9;1.0;1.10;1;1283.8661761
24457;;0.5;1.10;1;1638.5866722
24458;4.8;10.0;3.30;3;1631.0576922
24459;;25.0;5.55;5;5811.5323984
24460;10.0;5.5;3.30;3;4231.8580041
24461;10.0;15.0;3.30;3;1321.3026412
24462;10.5;12.0;3.30;3;4483.0727342
24463;;;;;3321.1451641
24464;;;;;3314.7151719
24465;;1.0;3.32;3;6631.8659394
24466;5.9;5.0;2.24;2;2522.4467039
24467;;4.0;3.31;3;2489.65224
24468;;2.0;3.32;3;2503.5283934
24469;5.9;12.0;3.30;3;2466.3366115
24470;8.7;10.0;3.30;3;2466.3366115
24471;3.7;10.0;3.30;3;3588.9121295
24472;;2.0;3.31;3;4638.208753
24473;;2.0;3.31;3;4629.2288245
24474;;2.0;3.32;3;4666.6273871
24475;8.6;15.0;3.30;3;3492.8411031
24476;;0.5;1.10;1;3487.3594497
24477;;0.5;1.10;1;3514.2419884
24478;;;;;3505.5084612
24479;8.3;7.0;5.50;5;8503.8995807
24480;8.6;25.0;3.30;3;1785.1319558
24481;;;;;1788.5948128
24482;;25.0;5.55;5;1815.4497799
24483;;18.0;3.30;3;1463.5112558
24484;8.2;7.0;3.30;3;1460.6777855
24485;9.1;10.0;3.30;3;1485.4852357
24486;;1.5;4.43;4;2666.2335062
24487;;0.0;3.30;3;2907.7756706
24488;;3.0;3.32;3;2903.2122169
24489;;3.0;3.30;3;9254.7707413
24490;9.1;12.0;3.30;3;4873.4067729
24491;7.0;5.0;3.30;3;4950.7891011
24492;;;;;1063.2522339
24493;5.9;10.0;3.30;3;2479.6653593
24494;;;;;5498.2717921
24495;0.0;3.0;5.50;5;5590.302981
24496;0.0;4.0;3.30;3;2595.0699554
24497;;20.0;3.30;3;2611.9498508
24499;5.9;8.0;3.30;3;3195.1591788
24500;0.0;3.0;5.50;5;3128.5515249
24501;;;;;3325.4594647
24502;0.0;0.2;3.32;3;3320.2404994
24503;0.0;0.5;3.32;3;3345.8347907
24504;0.0;4.0;3.30;3;3536.0146408
24505;0.0;3.0;5.55;5;3524.9144333
24506;;;;;3211.7411398
24507;6.2;6.0;5.55;5;5289.0963321
24508;;4.0;2.24;2;1646.7463082
24509;6.2;5.0;3.30;3;1676.0390437
24510;6.2;7.0;3.31;3;2459.7321156
24511;6.2;7.0;3.31;3;2421.2857601
24512;;;;;1666.7295416
24513;8.1;15.0;4.43;4;1740.0985748
24514;;;;;2915.8401601
24515;18.6;20.0;3.31;3;2910.1948695
24516;;14.0;3.32;3;5822.5281001
24517;16.1;20.0;3.30;3;1377.0033274
24519;;;;;1346.7204699
24520;26.3;35.0;3.30;3;1352.9369463
24521;;3.0;3.32;3;1361.226487
24522;7.7;10.0;3.30;3;3129.0873919
24523;;;;;3143.5312935
24524;;2.0;3.32;3;3099.3416725
24525;;2.0;3.32;3;3162.7919327
24526;23.4;28.0;3.30;3;2651.9482634
24528;2.4;5.0;3.30;3;2651.9482634
24530;18.6;28.0;3.30;3;1818.8408847
24531;3.4;3.0;3.30;3;1815.319469
24532;240.7;3.0;5.50;5;1846.1499833
24533;18.8;20.0;3.30;3;1818.8408847
24534;;3.0;3.30;3;1815.319469
24535;17.4;23.0;3.32;3;1846.1499833
24536;12.5;12.0;3.30;3;1464.0611209
24537;18.8;20.0;5.55;5;1490.1042065
24538;6.8;18.0;3.30;3;3633.6153142
24539;4.4;11.0;3.30;3;3626.5803557
24540;;5.0;3.30;3;4908.6266494
24541;9.6;12.0;3.30;3;4831.903333
24542;10.7;15.0;3.30;3;3130.2611938
24543;2.1;3.0;3.30;3;3124.2007676
24544;;3.0;2.20;2;6130.012862
24545;;7.0;3.30;3;1518.6703264
24546;;2.0;3.30;3;1515.730064
24547;20.9;18.0;3.30;3;1541.4724956
24548;;;;;1856.7077307
24549;9.6;10.0;3.31;3;1853.1130019
24550;13.4;21.0;5.50;5;1938.4395581
24551;;1.0;3.32;3;1868.0839107
24552;;4.0;3.30;3;1127.2853636
24553;;0.3;1.10;1;3620.4978822
24554;;;;;5309.0927545
24555;;;;;4393.1721187
24556;;;;;4897.2245973
24557;15.1;21.0;3.30;3;1348.7588162
24558;7.1;15.0;3.30;3;1351.3751823
24559;7.1;16.0;5.55;5;2005.9759653
24560;7.1;15.0;3.31;3;2005.9759653
24561;4.8;8.0;3.30;3;4236.011872
24562;13.4;22.0;3.31;3;4227.8106276
24563;;0.6;3.32;3;4229.3638888
24564;54.3;60.0;3.33;3;1504.8924313
24565;;0.5;1.13;1;3005.0613161
24566;7.1;10.0;3.30;3;4755.3433954
24567;6.5;7.0;3.31;3;3214.3274251
24568;;41.0;3.30;3;3208.1042402
24569;;0.3;3.32;3;6418.5657403
24570;4.6;4.0;3.30;3;1771.1429487
24571;11.8;12.0;3.30;3;1831.00548
24572;7.8;6.9;3.30;3;2042.6415174
24573;3.8;5.0;3.31;3;2062.2400703
24574;4.6;9.0;3.30;3;2058.2474151
24575;;3.0;3.32;3;2033.2505046
24576;5.0;5.0;3.30;3;4071.2369903
24577;5.0;5.0;5.50;5;8264.7296579
24578;8.4;12.0;3.30;3;4087.2055474
24579;4.0;5.0;5.50;5;4068.4256502
24580;;0.1;3.32;3;4112.2481458
24581;;0.0;1.10;1;1177.7915111
24582;;7.0;5.50;5;4612.9550635
24583;;;;;1185.0079233
24584;11.3;10.0;3.30;3;5532.5224936
24585;;3.0;3.30;3;5225.0356214
24586;;;;;4364.5968512
24587;;3.0;5.50;5;6170.6790705
24588;;0.5;1.10;1;3059.0621394
24589;12.7;14.0;3.30;3;1749.2193519
24590;;;;;1752.6125445
24591;11.0;10.0;3.33;3;1561.8501479
24592;11.0;13.0;3.31;3;1558.826286
24593;;1.0;3.32;3;1559.3989854
24594;;1.0;3.32;3;1571.4197146
24595;11.0;10.0;3.31;3;3793.2960205
24596;;3.0;3.32;3;3785.9519079
24597;11.0;6.0;4.43;4;3960.2759982
24598;11.0;17.0;3.33;3;1820.2557979
24599;11.0;17.0;3.33;3;1823.7867892
24600;;;;;2590.0934034
24601;16.2;15.0;3.30;3;1631.1885462
24602;4.1;5.0;3.30;3;1629.4962959
24603;;0.3;3.32;3;1629.494737
24604;;1.0;3.32;3;1640.5999978
24605;4.8;5.0;3.30;3;657.37584649
24606;4.8;5.0;3.30;3;702.2824772
24608;53.4;57.0;3.32;3;702.2824772
24609;;;;;661.83589975
24610;4.8;5.0;3.30;3;658.57476107
24611;;1.0;1.10;1;681.6979923
24612;;;;;666.34577715
24613;;0.1;1.10;1;1321.8411183
24614;;;;;997.42840323
24615;;0.0;1.10;1;2034.0175274
24616;;110.0;3.30;3;2009.2710433
24617;6.4;1.0;3.32;3;2000.7830749
24618;114.1;125.0;5.58;5;2409.8472289
24619;26.4;35.0;3.30;3;442.39249528
24620;26.4;35.0;3.31;3;443.80794262
24621;26.4;35.0;3.32;3;846.78178927
24622;;0.0;1.10;1;961.99719735
24623;;8.0;3.30;3;958.92907655
24624;;0.5;1.10;1;977.7536628
24625;7.3;12.0;3.30;3;374.35000476
24626;;16.0;3.30;3;373.15608129
24627;3.4;8.0;3.30;3;720.56956656
24628;;;;;676.65165072
24629;;2.0;3.30;3;495.03668194
24630;13.1;17.0;3.30;3;1427.8441994
24631;;2.5;3.32;3;1464.4832565
24632;;2.5;3.32;3;1421.8124117
24633;21.8;20.0;3.30;3;1118.9958807
24634;;27.0;3.30;3;1122.5761398
24635;25.1;27.0;3.30;3;374.35000476
24636;25.1;25.0;3.31;3;527.18443236
24637;25.1;30.0;3.33;3;528.87117392
24638;;25.0;3.30;3;526.63751336
24639;;20.0;3.30;3;571.16702043
24640;;;;;440.06711571
24641;13.5;16.0;3.30;3;437.89872337
24642;53.8;60.0;3.30;3;443.80794262
24643;;0.1;1.10;1;442.39249528
24644;18.3;20.0;4.43;4;843.75127089
24645;30.4;12.0;6.63;6;1393.642303
24646;10.2;10.0;3.30;3;1239.4285307
24647;;;;;1267.4976384
24648;;;;;1274.8107064
24649;24.0;26.0;3.30;3;459.72870803
24650;10.2;12.0;3.30;3;458.2624842
24651;10.2;14.0;5.53;5;399.14751436
24652;;;;;598.29589051
24653;;0.0;1.10;1;647.29897141
24655;;1.0;3.30;3;651.65355076
24656;10.4;10.0;3.30;3;650.97750328
24657;4.3;7.0;3.30;3;1304.1840968
24658;;7.0;3.31;3;655.8933809
24660;16.0;16.0;3.30;3;653.80152436
24661;;;;;1282.383191
24662;13.2;15.0;4.43;4;3340.1877295
24663;30.7;32.0;3.30;3;1320.54179
24664;13.4;13.0;3.30;3;1314.0349355
24665;;1.0;3.32;3;1320.5405267
24666;;;;;1329.5402163
24667;;2.0;3.30;3;706.89492577
24668;;1.2;1.10;1;353.44746289
24669;;;;;660.0781564
24670;;;;;657.97295326
24671;;2.0;3.30;3;655.8933809
24672;24.2;29.0;3.30;3;653.80152436
24673;;;;;1325.5424305
24674;;3.0;3.30;3;1321.3148462
24675;35.2;37.0;3.33;3;1073.5579231
24676;;;;;1601.8486436
24677;;0.6;1.10;1;1316.0382892
