;distrteg;v1_btravdist;v1_btravmtp;mode;poids_qind1
8266;;15.0;3.30;3;707.24224197
8268;;;;;708.61417346
8269;36.7;36.0;3.30;3;1037.3781941
8270;;0.5;1.10;1;2071.5002723
8271;;0.5;1.10;1;1041.1404154
8272;;;;;1041.1404154
8273;;;;;743.5157797
8274;;14.0;3.30;3;742.07627602
8276;15.8;16.0;3.30;3;751.85113264
8277;;30.0;3.30;3;791.21001216
8278;6.9;7.0;3.30;3;789.10232213
8279;10.7;9.0;3.30;3;726.36704814
8280;;7.0;3.31;3;724.96074573
8281;;7.0;3.32;3;1445.3699183
8282;;;;;813.80442697
8283;;;;;865.58200442
8284;35.3;39.0;3.31;3;863.90617115
8285;35.3;39.0;3.32;3;878.57833877
8286;17.3;17.0;3.30;3;797.18773437
8287;35.3;42.0;3.31;3;795.64431766
8288;5.7;7.0;3.32;3;832.27974654
8289;33.0;35.0;3.30;3;2477.9193083
8290;33.7;40.0;3.30;3;2461.905594
8291;17.1;23.0;3.30;3;1141.1226052
8292;;2.5;3.30;3;2604.6889001
8293;1.9;3.0;4.43;4;5182.9704999
8294;;0.5;2.20;2;1512.58609
8295;2.4;4.0;3.30;3;1227.4066831
8296;15.3;15.0;3.30;3;2677.9736942
8297;;1.0;2.22;2;2718.1822953
8298;32.4;37.5;3.33;3;1519.8686983
8299;32.4;37.5;3.33;3;1516.9261157
8300;63.2;5.0;5.50;5;1546.9045031
8301;;;;;2187.6030402
8302;;1.0;1.10;1;2183.3676726
8303;34.4;38.0;6.63;6;6529.5410264
8304;20.5;17.0;3.30;3;5670.4232786
8305;1.3;1.0;3.30;3;1240.5976321
8306;;1.0;1.10;1;3661.8741651
8307;1.9;1.5;3.32;3;1231.2931694
8308;;;;;1231.2931694
8309;;;;;1414.060311
8310;1.9;2.0;3.32;3;3928.5890618
8311;;1.0;3.30;3;3920.9830115
8312;;1.0;1.10;1;7746.7272672
8313;1.3;2.0;3.30;3;3670.2554699
8314;51.6;55.0;3.30;3;1800.0902731
8315;8.9;7.0;3.30;3;1771.9543187
8316;;1.0;1.10;1;1791.0406845
8317;;0.5;1.10;1;1791.0406845
8318;;0.8;1.10;1;5459.7375103
8319;;2.5;3.30;3;5220.7276628
8320;;3.0;3.32;3;5276.9620233
8321;;0.3;3.30;3;1428.8576679
8322;;5.0;3.30;3;1345.7083659
8324;;;;;1372.3030473
8325;;15.0;3.30;3;1220.3189994
8326;45.4;42.0;3.30;3;1238.6415543
8327;;2.0;3.30;3;3083.1258909
8328;;1.5;3.30;3;2845.0261939
8329;61.0;70.0;3.30;3;1428.8576679
8330;;0.7;1.10;1;1428.8576679
8331;;;;;1426.0912896
8332;;1.5;2.20;2;3594.6047985
8334;24.7;25.0;3.31;3;3601.5777297
8335;;1.0;4.43;4;7191.8508508
8336;;0.8;2.20;2;2806.8191014
8337;23.8;25.0;3.30;3;2866.12115
8338;;4.0;3.30;3;2860.5721192
8339;;6.0;1.10;1;8976.8613392
8340;;;;;2291.2828588
8341;;1.0;1.10;1;4559.3358439
8342;;;;;4737.9333215
8343;96.8;119.0;3.30;3;1411.4094428
8344;;2.0;3.32;3;4174.7064317
8345;;2.0;3.30;3;5676.2247224
8346;;1.0;1.10;1;4316.8921512
8347;16.2;22.0;3.30;3;1503.1522572
8348;22.1;28.0;3.30;3;1500.2420389
8349;;0.2;1.10;1;1482.021967
8350;;;;;1508.6036841
8351;4.1;6.0;3.30;3;4307.2962496
8352;;;;;1501.4808676
8353;;30.0;3.30;3;1498.5738853
8354;29.8;35.0;3.30;3;1528.1895851
8355;22.1;15.0;3.30;3;1528.1895851
8357;;2.0;3.31;3;3367.9664513
8358;;;;;3421.4446643
8359;;1.0;3.32;3;3404.2440455
8360;7.4;6.0;3.32;3;3395.7838831
8361;;50.0;3.30;3;2052.6448012
8362;52.6;51.0;3.30;3;2048.6707231
8363;7.4;4.0;4.43;4;2009.8544903
8364;;;;;1670.8326686
8365;;;;;1674.0738041
8366;12.1;20.0;3.30;3;1666.3817677
8367;;50.0;3.30;3;1335.6109298
8369;15.4;20.0;3.31;3;1333.0250844
8371;15.4;18.0;3.32;3;1394.4042014
8372;15.4;15.0;3.30;3;2134.2041581
8373;15.4;15.0;3.30;3;2124.3979142
8374;;1.0;1.10;1;4246.7709645
8375;;2.0;3.30;3;4135.6510081
8376;39.3;54.0;3.30;3;1827.7028519
8377;;70.0;3.30;3;1799.1353046
8378;6.0;5.0;3.32;3;1813.9951093
8379;;;;;1813.9951093
8380;13.1;17.0;3.30;3;1556.2770641
8381;;1.0;1.10;1;3164.6526908
8382;;42.0;3.30;3;5070.0829485
8383;6.0;6.0;3.30;3;5056.265898
8384;;;;;5326.2406404
8385;10.0;13.0;3.30;3;1384.8853057
8386;10.0;12.0;3.31;3;1382.2040613
8387;;35.0;3.30;3;1405.6787515
8388;14.6;16.0;3.30;3;2049.6055048
8389;0.0;1.5;1.10;1;1998.3901395
8390;;;;;2039.301529
8391;20.1;25.0;3.30;3;2324.4850614
8392;0.0;0.5;1.10;1;9283.3480887
8393;7.4;5.0;3.30;3;2336.2922302
8394;;;;;3613.9574607
8395;20.0;22.0;4.43;4;3678.2434406
8396;;;;;2525.5924762
8397;;;;;2537.2506386
8398;;3.0;3.32;3;2501.5836979
8399;;3.0;3.32;3;2546.4523919
8400;12.5;18.0;3.30;3;5035.6121193
8401;29.8;40.0;3.31;3;4956.9039817
8402;23.0;25.0;3.30;3;1339.8424216
8403;;0.8;1.10;1;3935.7344813
8404;;0.8;1.11;1;1344.7015787
8405;22.8;24.0;3.30;3;4248.524733
8406;25.3;24.0;3.30;3;1543.8853294
8407;2.6;0.7;1.10;1;3044.3648828
8408;;3.0;1.10;1;5293.5822673
8409;45.2;50.0;3.30;3;2270.6314879
8410;6.0;5.0;3.32;3;2466.6415611
8411;29.2;31.0;3.30;3;4048.8140329
8412;;4.0;2.20;2;4040.9752178
8414;24.9;25.0;3.30;3;5333.2935886
8415;;1.0;3.30;3;2805.6045659
8416;103.7;100.0;5.58;5;8563.0247958
8417;;1.0;1.10;1;2257.7037467
8418;;1.0;1.10;1;2265.8916776
8419;;1.0;1.10;1;2271.5368577
8420;;;;;2271.5368577
8421;;2.0;2.22;2;5586.6656748
8422;8.2;12.0;3.30;3;3207.1093349
8423;;5.0;3.30;3;3213.3305899
8424;3.9;1.0;1.10;1;6336.3195559
8425;4.0;5.0;3.30;3;2061.120695
8426;15.4;15.0;3.30;3;2065.1189239
8427;;;;;2284.5901982
8428;;1.0;3.39;3;2289.0219205
8429;;1.5;1.10;1;4635.5779702
8430;;15.0;3.30;3;3061.9089074
8431;;15.0;3.30;3;3055.9808165
8432;;1.0;3.32;3;3057.1035576
8433;;1.0;3.32;3;3080.6694405
8434;0.0;1.0;1.10;1;4505.73931
8435;0.0;1.0;1.10;1;3418.2211144
8436;;;;;2206.5592557
8437;;0.0;;;8983.2403362
8438;0.0;1.0;1.10;1;2214.5617028
8439;;;;;1092.4961169
8440;;;;;1090.3809605
8441;;9.0;6.63;6;1108.8994672
8442;4.4;3.0;1.10;1;2217.7989344
8443;;1.0;1.10;1;1096.4582323
8444;7.0;15.0;3.30;3;2472.8309863
8445;;0.1;1.10;1;4937.9002668
8446;;;;;2481.7991113
8447;28.7;35.0;3.30;3;1166.1373256
8448;42.0;47.0;3.30;3;1530.5571522
8449;;1.0;3.30;3;1527.593876
8450;;2.0;1.10;1;1237.3779104
8452;;0.0;1.10;1;5263.2401355
8453;;1.0;2.20;2;5000.100462
8454;;1.0;2.20;2;4977.1259942
8455;;1.0;2.20;2;4992.2533207
8456;;1.5;3.30;3;2410.7146147
8457;;0.3;1.10;1;2451.065645
8458;;5.5;3.31;3;2129.8121418
8459;;16.0;3.31;3;2125.6886619
8460;;2.5;3.32;3;4238.0314598
8461;10.3;13.0;3.30;3;5586.6656748
8462;;3.0;3.30;3;2528.1519414
8463;;3.0;3.30;3;2523.257245
8464;;1.2;1.10;1;2573.1233409
8465;;1.0;1.10;1;2524.184268
8466;5.0;3.0;3.31;3;11371.873646
8467;;0.5;1.10;1;4728.0703622
8469;29.4;30.0;3.31;3;4803.144968
8470;;;;;4767.1214563
8471;;0.2;1.10;1;10017.909002
8472;9.2;10.0;2.20;2;1970.1872554
8473;5.0;5.0;2.20;2;1974.0090887
8475;;0.1;2.20;2;1986.1039824
8476;;0.1;2.20;2;1986.1039824
8477;;2.5;2.20;2;4470.2335564
8478;20.1;25.0;3.30;3;4549.7511898
8480;;2.0;3.30;3;2987.9140682
8482;112.0;5.0;3.30;3;3046.962986
8483;;;;;3299.1532819
8484;;5.0;3.30;3;2256.277458
8485;5.8;10.0;3.30;3;2295.0892371
8486;;14.0;3.30;3;2299.5413258
8487;;3.0;1.10;1;4311.5125622
8488;;1.0;1.10;1;4297.9779225
8489;;12.0;2.22;2;4136.5070715
8490;;1.0;3.32;3;4033.1443902
8491;;1.0;3.32;3;4105.4833336
8492;;;;;4115.7116216
8493;;;;;4180.6881218
8494;;2.0;1.10;1;4172.5939883
8496;;2.0;3.30;3;2101.5352037
8497;;0.3;1.10;1;4189.8761879
8498;;5.0;3.30;3;1659.5765599
8499;;;;;4319.4346955
8500;;3.0;3.32;3;4311.0719381
8501;;;;;1867.20464
8502;;3.0;3.31;3;1863.5895883
8503;;1.5;3.32;3;3715.4788681
8504;;;;;4508.91606
8505;;;;;4500.1864521
8506;;1.0;1.10;1;2661.2507025
8507;;6.0;3.30;3;514.99594393
8508;41.3;50.0;3.30;3;1955.5600897
8510;;30.0;3.30;3;2675.8997659
8511;;18.0;3.30;3;1584.4651337
8512;20.7;20.0;3.30;3;1587.5387307
8513;;0.0;3.32;3;3170.0945051
8514;23.4;35.0;3.30;3;2368.342225
8515;22.1;30.0;3.30;3;2353.0366597
8516;;0.0;1.11;1;2341.2072454
8517;;12.0;3.30;3;2201.4914495
8518;;1.0;1.10;1;2190.423898
8519;;;;;2190.423898
8520;;;;;1334.859594
8521;;;;;1337.448998
8522;;40.0;3.32;3;2714.4054894
8523;20.7;18.0;3.30;3;838.65379401
8524;23.4;34.0;3.33;3;840.2806419
8525;10.0;12.0;3.30;3;852.89708738
8527;32.1;40.0;3.30;3;1657.4719438
8528;;22.0;3.30;3;1649.8561897
8529;;20.0;3.32;3;1667.627392
8530;45.2;50.0;3.30;3;1609.9244431
8531;21.6;20.0;4.43;4;1638.5621821
8532;;20.0;3.30;3;631.85237572
8533;;35.0;3.30;3;628.94913963
8534;;0.2;1.10;1;630.86074866
8535;;4.0;4.43;4;635.72378005
8536;;;;;648.22995796
8537;;48.0;5.58;5;646.97493495
8538;25.1;25.0;3.32;3;657.96284661
8539;5.0;5.0;2.20;2;2965.3864286
8540;;38.0;3.30;3;3012.4722798
8541;;14.0;3.30;3;1480.5445739
8542;;14.0;3.30;3;1457.4032153
8544;5.5;7.0;4.43;4;1473.1014365
8545;;;;;1469.4405129
8546;;;;;530.93950576
8547;;8.0;3.30;3;529.91156608
8548;22.3;35.0;4.43;4;1559.6139416
8549;;35.0;3.30;3;789.53780446
8550;;6.0;3.30;3;788.0091986
8551;31.7;35.0;3.30;3;789.53780446
8552;26.7;28.0;3.30;3;2297.1751213
8553;26.7;42.0;3.30;3;1478.9070725
8554;25.8;35.0;3.30;3;1485.7337237
8555;;3.0;4.43;4;1491.1219794
8556;;5.0;3.32;3;1491.1219794
8557;;4.0;3.30;3;761.00290128
8558;;4.0;3.30;3;762.47911944
8559;18.4;24.0;3.30;3;1552.0845777
8560;11.3;8.0;3.30;3;722.02922979
8561;5.2;6.0;3.32;3;2139.7810852
8562;;20.0;3.30;3;536.88064067
8563;;;;;1524.9582389
8564;;;;;1522.0058026
8565;15.6;17.0;3.30;3;3104.1691555
8566;;;;;3409.377179
8567;;1.0;3.30;3;2911.4027767
8568;6.5;7.0;3.30;3;1373.8357493
8569;6.2;10.0;5.50;5;2788.2538362
8570;;1.0;3.30;3;1391.5423856
8571;6.2;8.0;3.30;3;1409.8722092
8572;6.2;7.0;3.30;3;1042.8236294
8573;6.2;6.0;3.30;3;707.16937749
8574;9.6;11.0;3.30;3;3941.6439087
8575;2.4;4.0;3.30;3;774.23004919
8576;6.2;7.0;3.31;3;762.12859979
8577;6.5;4.0;3.32;3;764.44499045
8578;6.5;4.0;3.32;3;770.33776472
8579;;40.0;3.30;3;806.80771672
8580;6.5;7.0;3.30;3;805.24567499
8581;;;;;789.9886582
8582;9.1;7.0;3.30;3;699.41224781
8583;6.9;8.0;5.50;5;1460.4004132
8584;6.9;8.0;3.31;3;555.01872976
8585;6.9;8.0;3.31;3;553.94417085
8586;;;;;1126.7041854
8587;;35.0;5.53;5;1012.8044314
8588;;35.0;3.30;3;996.97399236
8589;9.1;6.0;3.30;3;919.45810099
8590;25.8;35.0;3.30;3;1310.761172
8592;7.9;10.0;3.30;3;1313.3038291
8593;29.8;31.0;3.32;3;1285.9261361
8594;20.2;30.0;3.30;3;2001.7652389
8595;;40.0;3.30;3;2033.550243
8596;;1.0;1.11;1;2023.3269818
8597;12.5;18.0;3.30;3;813.16137104
8598;;25.0;3.30;3;739.11377314
8599;7.9;8.0;3.30;3;729.50451562
8601;7.9;8.0;4.43;4;2225.1453306
8602;;35.0;3.30;3;1672.3826009
8604;4.7;4.0;3.31;3;1434.0702252
8605;18.3;20.0;3.30;3;1427.4809575
8606;;0.5;3.32;3;1413.9110431
8607;;0.5;3.32;3;1442.8568752
8608;5.8;9.0;3.30;3;813.16137104
8609;5.8;8.0;3.30;3;705.25495178
8610;5.8;7.0;3.30;3;703.889524
8611;42.3;0.5;1.10;1;715.84404572
8612;5.8;8.0;3.30;3;1076.4866442
8613;;;;;851.09922426
8614;14.2;21.0;3.31;3;847.18859247
8615;4.7;7.0;3.32;3;849.76351191
8616;3.5;6.0;3.30;3;1397.3410555
8617;;30.0;3.31;3;1394.6356958
8618;;0.2;3.32;3;2790.296146
8619;3.5;3.0;3.30;3;698.67052774
8620;3.5;3.0;5.52;5;1458.8516724
8621;8.3;10.0;3.30;3;2537.5436556
8622;;;;;730.17942568
8623;;;;;728.76574221
8624;;;;;738.36526839
8625;594.6;20.0;3.30;3;1711.6218657
8626;27.5;35.0;3.30;3;1390.5125704
8628;;25.0;3.33;3;1393.2099318
8629;6.7;10.0;4.43;4;4158.4424785
8630;21.9;25.0;3.31;3;636.4469352
8631;;;;;637.68153566
8632;4.6;5.0;3.32;3;1910.042281
8633;42.3;38.0;2.25;2;761.62505346
8634;10.5;10.0;3.31;3;760.15048883
8635;2.2;3.0;3.32;3;760.42976158
8636;;;;;764.38721097
8637;5.8;22.0;3.30;3;836.41470645
8638;;2.0;3.32;3;834.79534331
8639;2.2;9.0;2.22;2;818.97844797
8641;2.2;10.0;3.32;3;841.53947869
8642;5.8;7.0;3.31;3;904.07765474
8643;10.5;10.0;3.31;3;902.32729093
8644;12.4;10.0;3.32;3;1805.3175964
8645;;10.0;3.30;3;1252.0815338
8646;12.4;14.0;3.30;3;1248.6693463
8647;21.5;30.0;3.30;3;1619.6384888
8648;21.5;25.0;3.31;3;770.13496273
8649;21.5;25.0;3.32;3;781.69820159
8650;12.4;15.0;3.30;3;842.21202383
8651;7.9;10.0;4.43;4;2563.9537778
8652;7.9;9.0;3.30;3;1110.6462341
8654;;;;;594.62642703
8655;;120.0;3.31;3;3417.9764037
8656;15.7;18.0;3.31;3;706.13822312
8657;4.2;2.5;3.30;3;704.77108526
8658;24.5;30.0;3.30;3;814.74241125
8660;;;;;695.84170611
8661;;;;;705.00754677
8662;0.0;0.3;1.10;1;1985.0306218
8663;;;;;1997.1930452
8664;29.7;30.0;3.30;3;819.61157255
8666;24.5;35.0;3.30;3;818.02474157
8667;;12.0;3.32;3;1636.6505536
8668;;;;;563.33493983
8669;;;;;562.2442801
8670;;;;;569.65033444
8671;120.4;1.0;3.30;3;573.35568274
8673;29.3;30.0;3.31;3;632.69448439
8674;29.3;35.0;5.52;5;641.02853045
8676;;;;;636.22082656
8677;29.3;32.0;3.31;3;633.92180571
8678;;;;;1373.2707368
8679;3.9;3.5;3.31;3;1370.6119791
8680;;40.0;3.32;3;2689.285896
8681;3.9;5.0;3.30;3;727.36407189
8682;;13.0;3.30;3;698.93882565
8683;;5.0;3.30;3;1418.8661714
8684;8.3;7.0;3.30;3;803.73846355
8685;;18.0;3.30;3;805.29758154
8686;22.4;25.0;3.30;3;991.55316061
8687;;2.0;3.30;3;989.6334375
8688;;;;;693.92358735
8689;10.2;10.0;3.31;3;692.58009797
8690;11.2;14.0;4.43;4;692.83454593
8691;10.2;10.0;3.32;3;698.1753064
8692;10.2;10.0;3.32;3;698.1753064
8693;;2.0;3.31;3;646.60304851
8694;;30.0;3.30;3;647.85735012
8695;11.9;12.0;3.32;3;676.37587472
8696;11.5;10.0;3.30;3;692.90494667
8697;4.2;3.0;3.31;3;1591.290762
8698;11.9;10.0;3.30;3;1073.7046543
8699;4.3;10.0;3.31;3;1894.6482043
8700;33.9;36.0;3.30;3;1924.732352
8701;4.3;7.0;3.32;3;1910.2968896
8702;;67.0;3.33;3;4006.1561641
8703;;100.0;3.33;3;3998.3999379
8704;;1.5;3.30;3;1180.1361778
8705;17.5;25.0;3.30;3;687.00641633
8706;15.0;25.0;3.30;3;691.26092313
8707;29.5;30.0;5.57;5;258.41663612
8708;22.6;19.0;3.30;3;258.84269666
8709;31.7;30.0;5.57;5;518.15755475
8710;29.2;40.0;5.57;5;167.98381281
8711;;0.5;3.30;3;168.52480975
8712;16.0;30.0;3.31;3;768.55699288
8713;22.6;25.0;3.31;3;773.31652769
8714;;1.0;3.32;3;771.12167649
8715;10.0;10.0;3.31;3;359.28318774
8716;14.3;18.0;5.57;5;357.07190585
8717;31.4;50.0;5.57;5;768.75225889
8718;10.7;16.0;3.31;3;772.30110183
8719;;1.0;3.32;3;725.69711331
8720;;1.0;3.32;3;771.3175941
8721;8.5;15.0;3.30;3;1049.7009242
8722;;0.1;1.10;1;565.29699744
8723;;1.0;1.10;1;278.71310191
8724;27.7;30.0;5.57;5;278.25433426
8725;9.3;8.0;4.43;4;574.82834449
8726;16.0;20.0;3.31;3;369.55246519
8727;16.0;20.0;3.32;3;371.25845518
8728;9.3;10.0;4.43;4;365.87366533
8729;;0.2;3.32;3;369.69153783
8730;;0.2;3.32;3;370.78566605
8731;22.9;39.0;5.57;5;466.13010918
8732;10.1;15.0;3.30;3;464.75316278
8733;;35.0;3.30;3;393.79287573
8734;14.2;10.0;3.31;3;391.98333659
8735;;0.8;3.32;3;740.05942107
8736;;0.5;3.32;3;393.29138954
8737;16.8;17.0;3.30;3;955.9322069
8738;7.3;9.0;3.30;3;961.85212261
8739;3.7;5.0;3.32;3;956.29195019
8740;;0.8;1.10;1;967.83323597
8741;8.5;17.0;3.30;3;277.48958572
8742;18.7;23.0;3.30;3;277.03283201
8743;10.7;13.0;3.30;3;274.01948654
8744;25.5;25.0;5.57;5;557.35378724
8745;;0.5;1.10;1;561.69963932
8746;;;;;555.001444
8747;8.5;10.0;3.31;3;284.94030647
8748;8.5;15.0;3.30;3;285.41009751
8749;;1.5;3.32;3;268.18721789
8750;8.5;10.0;3.32;3;285.0466343
8751;;28.0;5.57;5;270.14159752
8752;9.3;8.0;4.43;4;621.03197009
8753;12.2;12.0;3.30;3;292.27079823
8754;18.8;27.0;3.30;3;292.7526753
8755;17.3;20.0;3.33;3;289.09170613
8756;25.2;25.0;3.32;3;524.31136144
8757;27.7;25.0;3.31;3;525.1758119
8758;;6.0;3.32;3;1587.8122884
8759;10.5;10.0;3.30;3;287.15979454
8760;12.2;10.0;3.30;3;286.68712346
8761;29.7;50.0;5.57;5;267.45273515
8763;;30.0;3.31;3;267.89369382
8764;20.2;40.0;5.57;5;264.54359445
8765;14.8;15.0;3.30;3;714.11310019
8766;;18.0;2.24;2;229.2201801
8767;5.0;8.0;3.30;3;228.84287885
8768;;0.8;3.32;3;487.69651884
8769;;;;;698.72079953
8770;;0.0;1.10;1;1486.6217339
8771;6.6;6.0;3.32;3;555.54123116
8772;7.9;10.0;3.30;3;556.4571714
8774;9.0;10.0;3.30;3;1098.9969803
8775;6.8;7.0;3.30;3;284.38937114
8777;6.8;6.0;3.30;3;283.92126024
8778;7.9;6.0;4.43;4;302.5381671
8779;27.7;20.0;5.57;5;150.97383195
8780;18.2;25.0;3.30;3;457.68562098
8781;;;;;458.44022325
8782;18.2;20.0;5.57;5;903.5818712
8783;11.6;15.0;3.31;3;249.78007418
8784;13.9;25.0;3.30;3;251.32691712
8785;10.3;12.0;3.32;3;471.58151849
8786;;18.0;3.30;3;1008.7941419
8787;5.8;4.0;3.30;3;663.9750833
8788;;0.6;1.10;1;1331.3527749
8789;22.8;35.0;3.30;3;859.55200641
8790;;;;;864.87505692
8791;;1.5;3.32;3;862.42034144
8792;;0.8;3.32;3;859.8754792
8793;6.8;5.0;3.31;3;873.38445729
8794;5.8;6.0;3.32;3;871.94684806
8795;30.2;35.0;3.30;3;859.35671653
8796;;6.0;5.56;5;860.77356797
8797;;1.0;1.10;1;1696.577551
8798;23.6;30.0;3.30;3;789.20288702
8799;;;;;794.09027813
8800;11.5;20.0;5.50;5;371.84103693
8802;;0.8;1.10;1;2556.2578267
8803;24.9;35.0;3.31;3;1083.0521872
8804;27.3;19.0;3.31;3;548.38381482
8805;21.6;24.0;3.32;3;547.4811635
8806;21.2;25.0;3.30;3;310.13828597
8807;26.0;25.0;2.24;2;238.37426298
8808;;4.0;3.31;3;237.2788964
8809;;0.8;2.20;2;240.23293751
8810;;1.0;2.20;2;237.3681909
8811;29.7;37.0;3.30;3;426.28736766
8812;5.8;6.0;3.30;3;425.02811656
8813;31.9;35.0;3.30;3;291.02924322
8814;;;;;290.65862415
8815;21.2;25.0;3.30;3;276.03987318
8816;2.0;3.0;3.30;3;202.48395254
8817;8.3;10.0;5.57;5;608.00589167
8818;;;;;146.64271364
8819;11.5;15.0;3.30;3;250.64554172
8820;41.4;60.0;3.30;3;251.05878978
8821;4.0;8.0;4.43;4;517.79305498
8822;5.8;13.0;3.30;3;253.02565282
8823;24.2;21.0;4.41;4;766.25698084
8824;8.1;10.0;3.31;3;227.07984493
8825;8.1;10.0;3.32;3;703.66521875
8826;;1.0;1.10;1;630.87622422
8827;46.8;70.0;3.30;3;277.73343908
8828;29.3;25.0;3.30;3;279.0155587
8829;;0.1;1.10;1;278.66023879
8830;;;;;277.83795773
8831;13.0;13.0;3.30;3;280.81887343
8832;18.5;27.0;3.30;3;281.28186932
8833;17.2;25.0;5.57;5;645.57809611
8834;;;;;274.34432024
8835;;;;;274.79664131
8836;4.7;4.0;4.43;4;292.33326075
8837;10.2;12.0;5.56;5;261.69126653
8838;17.8;15.0;3.30;3;262.12272606
8839;4.7;3.5;4.43;4;540.61173172
8840;26.4;35.0;5.57;5;298.30896446
8841;;;;;298.80079687
8842;4.7;4.0;4.43;4;317.86928271
8843;;;;;278.22093636
8844;13.0;15.0;3.30;3;277.76297883
8845;4.7;2.5;4.43;4;286.90664191
8846;21.3;35.0;3.30;3;634.76107411
8847;10.2;15.0;3.30;3;635.80762687
8848;4.7;7.0;3.30;3;723.75823483
8850;7.5;7.0;3.30;3;2091.5083528
8851;;65.0;3.30;3;3612.7656211
8852;7.0;10.0;3.30;3;3605.7710293
8853;;5.0;3.32;3;3561.9798237
8854;39.8;42.0;3.30;3;2359.7890247
8855;;;;;2355.2202918
8856;;2.0;5.55;5;7185.6606673
8857;;55.0;3.30;3;1322.3165876
8858;4.2;2.5;3.30;3;1319.7564811
8859;24.0;25.0;3.30;3;5164.058079
8860;;3.0;3.30;3;3287.392427
8862;;;;;3293.7694177
8863;;0.0;1.10;1;6450.2121851
8864;;;;;4202.1895867
8865;25.4;27.0;3.30;3;4194.0538248
8866;1.1;1.0;3.32;3;4217.4295128
8867;13.6;25.0;3.30;3;5247.4412167
8868;;0.0;1.10;1;3691.230099
8869;;;;;4336.7168521
8870;12.5;16.0;3.30;3;7049.5345364
8871;12.5;16.0;3.30;3;7035.8860958
8872;;18.0;2.22;2;7359.8533497
8873;23.0;30.0;3.30;3;4486.5468704
8874;;3.0;2.20;2;4463.9916664
8875;35.6;50.0;3.31;3;993.69438186
8876;;0.9;3.32;3;981.26790448
8877;2.2;1.2;2.20;2;2049.4325259
8878;;;;;1210.0941396
8879;2.2;0.4;2.20;2;1249.929157
8880;;;;;577.25011987
8881;;;;;578.20185231
8882;;;;;570.97124663
8883;10.3;11.0;3.30;3;1373.0788126
8884;;;;;1369.1816973
8885;4.5;10.0;3.30;3;403.19044104
8886;32.1;39.0;3.30;3;403.8551952
8887;;0.5;2.20;2;1718.5116313
8888;46.1;55.0;3.30;3;561.67681467
8889;28.0;35.0;3.30;3;564.26972126
8890;;0.7;1.10;1;568.66949893
8891;;0.5;1.10;1;563.55113672
8892;57.6;60.0;5.57;5;544.86153885
8893;29.4;33.0;3.30;3;545.75987111
8894;15.6;20.0;3.31;3;637.65582816
8895;15.6;20.0;3.33;3;638.7071536
8896;;0.4;1.10;1;545.2767966
8897;26.3;35.0;3.30;3;546.1758135
8898;;0.4;1.10;1;1076.5079907
8899;13.3;13.0;3.30;3;1085.5087565
8901;17.0;20.0;3.30;3;1036.9681304
8902;9.7;8.0;3.30;3;1030.5858979
8903;;0.2;1.10;1;1034.024975
8904;;1.5;3.32;3;1030.9737354
8905;45.9;56.0;3.30;3;663.99578577
8906;12.5;15.0;3.30;3;665.09053882
8907;;0.2;1.10;1;664.24356128
8908;7.8;12.0;3.31;3;486.81172278
8909;;50.0;5.57;5;489.05902459
8910;;0.5;1.10;1;486.99492327
8911;;;;;488.43621915
8912;9.7;7.0;3.31;3;701.36647691
8913;26.0;25.0;3.30;3;695.79293289
8914;10.1;12.0;3.32;3;703.70694499
8915;10.1;12.0;3.32;3;703.70694499
8916;22.2;23.0;3.30;3;1240.5551372
8917;11.3;15.0;3.30;3;1234.8545946
8918;;2.0;3.32;3;1238.9753187
8919;24.5;27.0;3.31;3;799.8651697
8920;24.5;27.0;3.32;3;798.54857476
8921;;;;;401.27588062
8922;;;;;396.25779282
8923;43.1;0.0;;;792.51558565
8924;27.7;35.0;5.57;5;741.29449043
8925;22.1;30.0;3.31;3;742.51668855
8926;;;;;733.23127142
8927;;0.0;1.10;1;633.65586347
8928;17.5;20.0;2.24;2;635.69657132
8929;;0.0;1.10;1;632.02180421
8930;;0.0;1.10;1;633.89231739
8931;27.0;35.0;5.57;5;1242.6660889
8932;;0.0;1.10;1;1226.661379
8933;3.9;5.0;3.30;3;812.30154791
8934;13.4;12.0;5.57;5;2443.1487274
8935;;;;;476.85291298
8936;;;;;474.66170013
8937;3.9;5.0;3.31;3;729.85549559
8938;3.9;0.0;3.31;3;729.37662575
8940;29.5;33.0;3.30;3;725.48112719
8941;;5.0;3.30;3;491.02491157
8942;28.1;30.0;2.22;2;563.48268788
8943;;2.0;3.32;3;922.78868966
8944;36.8;50.0;3.33;3;651.84407468
8945;36.8;50.0;3.33;3;652.91879278
8946;26.6;30.0;5.57;5;427.90645341
8947;3.8;6.0;3.30;3;426.64241953
8948;26.6;30.0;5.57;5;429.28453907
8949;23.0;30.0;3.30;3;423.25202324
8950;;0.0;1.10;1;529.809157
8951;23.1;25.0;3.30;3;659.72824152
8952;18.7;15.0;3.30;3;660.81595852
8953;;0.0;1.10;1;620.93946569
8954;;1.0;1.10;1;658.02694732
8955;7.6;7.0;3.30;3;1350.2799218
8956;7.8;6.0;3.30;3;1348.0573325
8957;;0.0;1.10;1;2537.5963832
8958;21.1;25.0;3.30;3;1188.0383773
8959;;;;;1186.0828411
8960;10.9;10.0;4.43;4;2450.254864
8961;;;;;1120.7808619
8962;;;;;1118.936033
8963;24.4;21.0;5.57;5;2213.530252
